"Betweenness(Weight)","Closeness(Weight)","Degree(Weight)","Eigenvector","Information","LAC","name","Network","selected","shared name","Subgragh"
"0.0","0.0608106282434721","0.4463","2.9382546395950726E-10","1.7883214950561523","0.0","Olfactory_L","0.0","false","Olfactory_L","8733.8583984375"
"184.0","0.07028423628184416","0.7719","2.7191452645070058E-8","2.524850606918335","0.0","Olfactory_R","0.0","false","Olfactory_R","7.4784832E7"
"194.0","0.18314662769799658","4.3506","0.01593736931681633","6.891401290893555","7.833333333333333","Fusiform_R","8.545454545454547","false","Fusiform_R","2.5691056753218683E19"
"186.0","0.1912030019381881","3.8082000000000003","0.013761758804321289","6.605795383453369","7.818181818181818","Temporal_Pole_Sup_R","8.600000000000001","false","Temporal_Pole_Sup_R","1.9155636603532083E19"
"0.0","0.13862217070309352","0.6955","0.0012217664625495672","2.524850606918335","1.0","Temporal_Inf_L","2.0","false","Temporal_Inf_L","1.50981964608831488E17"
"540.0","0.11992019609625187","0.6908000000000001","8.7498570792377E-5","2.524850606918335","0.0","Rectus_L","0.0","false","Rectus_L","7.74373677989888E14"
"167.0","0.1551847423108099","1.7283","0.003675455693155527","4.292903900146484","1.6","Cerebelum_6_L","3.0","false","Cerebelum_6_L","1.36637863043897754E18"
"0.0","0.12620447548035008","0.6677","4.553445032797754E-4","2.524850606918335","1.0","Vermis_1_2","2.0","false","Vermis_1_2","2.0971470607876096E16"
"0.0","0.10920734232357034","0.6877","7.595941860927269E-5","2.524850606918335","1.0","Vermis_6","2.0","false","Vermis_6","5.83595525668864E14"
"37.0","0.11714484276863105","0.9504000000000001","3.704014525283128E-4","3.1796228885650635","0.6666666666666666","Cerebelum_6_R","1.5","false","Cerebelum_6_R","1.3876950212804608E16"
"364.0","0.08884339256423748","0.65","1.6092895975816646E-6","2.524850606918335","0.0","Rectus_R","0.0","false","Rectus_R","2.61949210624E11"
"0.0","0.11959485286149199","0.3159","2.5897586601786315E-4","1.7883214950561523","0.0","Temporal_Pole_Mid_R","0.0","false","Temporal_Pole_Mid_R","6.783709717987328E15"
