source,target,Fisher_Z
Frontal_Sup_L,SupraMarginal_R,0.5495
Frontal_Inf_Tri_L,Parietal_Inf_L,0.548
Precuneus_R,Caudate_L,0.5479
Cingulum_Post_R,Caudate_L,0.5474
Frontal_Mid_L,SupraMarginal_L,0.5466
SupraMarginal_L,Thalamus_L,0.5463
Insula_R,Calcarine_R,0.5463
Frontal_Sup_Medial_R,SupraMarginal_R,0.5463
SupraMarginal_L,SupraMarginal_R,0.5461
Cingulum_Post_L,Angular_L,0.5458
Cerebelum_4_5_R,Vermis_4_5,0.5457
Frontal_Sup_R,Frontal_Inf_Oper_L,0.5457
Parietal_Inf_L,Angular_R,0.545
Cingulum_Post_R,Parietal_Sup_R,0.544
Postcentral_R,Caudate_L,0.544
Precentral_R,SupraMarginal_L,0.5438
Supp_Motor_Area_R,Caudate_L,0.5431
Supp_Motor_Area_R,SupraMarginal_L,0.543
Frontal_Sup_Medial_R,Parietal_Sup_L,0.5429
Frontal_Sup_L,Parietal_Inf_R,0.5426
Cingulum_Ant_R,Putamen_L,0.5424
Frontal_Sup_Orb_R,Frontal_Mid_Orb_R,0.5414
Rolandic_Oper_R,Heschl_R,0.5406
Postcentral_R,Caudate_R,0.5402
Insula_R,Postcentral_L,0.5393
Frontal_Inf_Tri_L,Cingulum_Ant_R,0.5384
Cuneus_L,Precuneus_L,0.5381
Frontal_Sup_L,Thalamus_L,0.5379
Frontal_Sup_L,SupraMarginal_L,0.5379
Cingulum_Post_L,Caudate_L,0.5371
Supp_Motor_Area_L,Caudate_R,0.5366
Frontal_Sup_R,Frontal_Inf_Tri_L,0.5366
Frontal_Inf_Oper_L,Putamen_R,0.5365
Frontal_Sup_Medial_R,Insula_L,0.536
Postcentral_R,Angular_R,0.5359
Frontal_Sup_L,Insula_R,0.5358
Paracentral_Lobule_L,Thalamus_L,0.5348
Frontal_Sup_Medial_L,SupraMarginal_R,0.5346
Cingulum_Ant_L,Cingulum_Mid_L,0.5341
SupraMarginal_L,Precuneus_R,0.5335
Rolandic_Oper_R,Temporal_Sup_R,0.5331
Frontal_Inf_Tri_R,Insula_L,0.5328
Insula_R,Cingulum_Post_R,0.5326
Frontal_Inf_Oper_R,Caudate_R,0.5326
Supp_Motor_Area_L,SupraMarginal_L,0.5324
Calcarine_L,Precuneus_R,0.532
Cingulum_Post_R,Cuneus_L,0.5319
Frontal_Inf_Tri_R,Cingulum_Mid_L,0.5319
Hippocampus_L,Thalamus_R,0.5317
Precentral_R,Insula_R,0.5309
Frontal_Inf_Oper_L,Cingulum_Post_L,0.5306
Caudate_L,Thalamus_R,0.53
Frontal_Inf_Tri_L,Supp_Motor_Area_L,0.5299
Cerebelum_3_L,Cerebelum_4_5_L,0.5293
Supp_Motor_Area_L,Caudate_L,0.5289
Cingulum_Post_R,Caudate_R,0.5289
Frontal_Inf_Tri_R,SupraMarginal_R,0.5288
Frontal_Inf_Tri_R,Precuneus_R,0.5281
Insula_R,SupraMarginal_R,0.528
Frontal_Mid_L,Parietal_Inf_R,0.5273
Frontal_Inf_Orb_L,Insula_R,0.5273
Frontal_Mid_R,Insula_R,0.5273
Frontal_Mid_R,SupraMarginal_L,0.5271
Precuneus_R,Caudate_R,0.5269
Insula_L,Thalamus_L,0.5269
Insula_R,Cingulum_Post_L,0.5262
Frontal_Sup_Medial_L,Parietal_Inf_R,0.5257
Rolandic_Oper_R,Postcentral_R,0.5255
Thalamus_L,Temporal_Sup_L,0.5248
Angular_L,Angular_R,0.5247
Supp_Motor_Area_R,Thalamus_R,0.5246
Frontal_Inf_Tri_R,Supp_Motor_Area_R,0.5244
Frontal_Mid_R,Cingulum_Ant_L,0.5242
Frontal_Inf_Oper_L,Putamen_L,0.523
Cingulum_Post_R,SupraMarginal_R,0.5224
Precentral_L,Insula_L,0.5223
Cingulum_Post_L,Hippocampus_L,0.522
Frontal_Sup_L,Parietal_Sup_R,0.5219
Frontal_Inf_Oper_R,Paracentral_Lobule_R,0.5218
Calcarine_R,Lingual_L,0.5214
Rolandic_Oper_R,Frontal_Sup_Medial_R,0.5209
Frontal_Sup_R,Insula_L,0.5198
Frontal_Inf_Oper_R,Paracentral_Lobule_L,0.5195
Frontal_Inf_Tri_R,Cingulum_Ant_R,0.5192
Insula_L,Heschl_L,0.5192
Putamen_L,Thalamus_L,0.5186
Frontal_Inf_Tri_R,Caudate_R,0.5182
Cingulum_Mid_L,SupraMarginal_L,0.518
Calcarine_R,Precuneus_R,0.5175
Cuneus_L,Angular_R,0.5174
Supp_Motor_Area_L,Thalamus_R,0.5174
Frontal_Inf_Tri_L,SupraMarginal_L,0.5166
Precuneus_L,Thalamus_R,0.5161
Frontal_Inf_Tri_L,Cingulum_Ant_L,0.5161
Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,0.5157
Insula_R,Temporal_Sup_L,0.5154
Rolandic_Oper_R,Calcarine_R,0.5153
Cingulum_Post_L,Calcarine_L,0.5149
Frontal_Mid_L,Cingulum_Ant_R,0.5146
Precentral_R,Cingulum_Ant_R,0.5144
Calcarine_L,Precuneus_L,0.5141
Occipital_Sup_L,Precuneus_R,0.5134
Precentral_L,Thalamus_L,0.5133
Frontal_Inf_Oper_L,Precuneus_L,0.5131
SupraMarginal_L,Paracentral_Lobule_L,0.5131
Insula_R,Heschl_R,0.512
Frontal_Sup_R,Thalamus_L,0.5114
Frontal_Inf_Oper_R,Parietal_Inf_L,0.5111
Precuneus_L,Caudate_L,0.5102
Insula_R,Pallidum_L,0.51
Frontal_Mid_L,Insula_R,0.5098
Thalamus_L,Heschl_L,0.5096
Postcentral_R,Angular_L,0.5095
Insula_R,Lingual_R,0.5094
Rolandic_Oper_L,Parietal_Inf_L,0.5092
Rolandic_Oper_L,Cingulum_Ant_L,0.5091
Precentral_R,Angular_R,0.5088
Frontal_Inf_Oper_L,Cingulum_Ant_R,0.5075
Frontal_Inf_Tri_R,Supp_Motor_Area_L,0.5074
Cingulum_Mid_R,SupraMarginal_L,0.5073
Insula_L,SupraMarginal_L,0.5071
Occipital_Sup_R,Occipital_Mid_R,0.507
Frontal_Inf_Oper_L,Thalamus_L,0.5066
Precuneus_L,Caudate_R,0.5065
Frontal_Inf_Tri_L,Precuneus_R,0.5065
Frontal_Inf_Tri_R,Cingulum_Post_L,0.5061
Frontal_Inf_Tri_R,Precuneus_L,0.506
Cingulum_Ant_R,Postcentral_R,0.506
Frontal_Inf_Oper_L,Precuneus_R,0.5059
Pallidum_L,Pallidum_R,0.5058
Frontal_Inf_Tri_L,Putamen_R,0.5053
Frontal_Inf_Tri_L,Cingulum_Post_L,0.5053
Parietal_Sup_R,Angular_L,0.5052
Frontal_Inf_Tri_R,Cingulum_Ant_L,0.5049
Putamen_R,Thalamus_L,0.5047
Cingulum_Ant_L,Postcentral_L,0.5043
Cingulum_Ant_R,Cingulum_Mid_L,0.5043
Cuneus_R,Occipital_Mid_L,0.5042
Caudate_L,Pallidum_L,0.504
Frontal_Mid_L,Cingulum_Ant_L,0.5039
Paracentral_Lobule_R,Thalamus_L,0.5037
Insula_R,Cingulum_Mid_R,0.5037
Frontal_Mid_L,Parietal_Sup_R,0.5037
Occipital_Sup_L,Angular_R,0.5037
Frontal_Sup_Medial_R,Putamen_R,0.5036
Occipital_Sup_L,Angular_L,0.5033
Calcarine_R,Cuneus_L,0.5023
Frontal_Inf_Tri_L,Precuneus_L,0.5009
Frontal_Inf_Oper_L,Paracentral_Lobule_L,0.5009
Rolandic_Oper_R,Lingual_R,0.5003
Frontal_Mid_R,Insula_L,0.4999
Insula_R,Cingulum_Mid_L,0.4996
Frontal_Sup_Medial_L,Putamen_R,0.4996
Precentral_R,Thalamus_L,0.4991
Postcentral_L,Putamen_L,0.4991
Frontal_Sup_L,Rolandic_Oper_L,0.4989
Cingulum_Post_L,Cuneus_L,0.4985
Cuneus_R,Angular_R,0.4984
SupraMarginal_L,Precuneus_L,0.4982
Frontal_Inf_Orb_R,Insula_L,0.4978
Precentral_R,Angular_L,0.4977
Cingulum_Post_L,SupraMarginal_L,0.4968
Cingulum_Post_R,Calcarine_R,0.4962
Cerebelum_3_R,Vermis_3,0.4959
Frontal_Inf_Tri_L,Supp_Motor_Area_R,0.4958
Cingulum_Post_R,Hippocampus_R,0.4956
Postcentral_L,Angular_L,0.4953
Frontal_Sup_Orb_L,Frontal_Med_Orb_L,0.4953
Calcarine_L,Lingual_R,0.4949
Temporal_Sup_L,Temporal_Sup_R,0.4946
Precentral_R,Cingulum_Ant_L,0.4943
Frontal_Sup_Orb_R,Frontal_Med_Orb_L,0.4937
Supp_Motor_Area_R,Cingulum_Ant_R,0.4931
Cerebelum_3_R,Cerebelum_4_5_R,0.4926
Calcarine_R,Vermis_4_5,0.4926
Frontal_Inf_Orb_L,Putamen_L,0.4925
ParaHippocampal_L,ParaHippocampal_R,0.4924
Frontal_Inf_Oper_R,Parietal_Inf_R,0.4909
Cuneus_L,Occipital_Mid_L,0.4908
Supp_Motor_Area_R,Insula_L,0.4906
Supp_Motor_Area_L,Cingulum_Ant_L,0.4886
Occipital_Sup_L,Precuneus_L,0.4877
Frontal_Mid_R,Thalamus_L,0.4876
Lingual_L,Fusiform_L,0.4876
Frontal_Inf_Oper_R,Putamen_L,0.4876
Frontal_Inf_Oper_R,Parietal_Sup_L,0.4875
Frontal_Sup_Medial_R,Parietal_Inf_R,0.4869
Hippocampus_R,Precuneus_R,0.4868
Insula_L,Calcarine_R,0.4868
Rolandic_Oper_R,Frontal_Sup_Medial_L,0.4867
Vermis_3,Vermis_4_5,0.4867
Frontal_Sup_Medial_L,Parietal_Sup_R,0.4863
Cingulum_Post_R,Calcarine_L,0.4862
Precentral_L,Insula_R,0.4859
Rolandic_Oper_L,Caudate_R,0.4855
Postcentral_R,Thalamus_L,0.4855
Cuneus_L,Angular_L,0.4851
Frontal_Inf_Tri_L,Rolandic_Oper_L,0.485
Putamen_R,Temporal_Sup_L,0.4849
Cingulum_Ant_L,Postcentral_R,0.4848
Precentral_R,Insula_L,0.4845
Frontal_Inf_Tri_R,Cingulum_Post_R,0.4839
Frontal_Sup_L,Putamen_R,0.4834
Frontal_Sup_R,SupraMarginal_L,0.4833
Frontal_Sup_L,Putamen_L,0.4832
Frontal_Inf_Oper_L,Cingulum_Ant_L,0.4831
Cingulum_Post_R,Putamen_R,0.4831
Postcentral_L,Thalamus_R,0.4828
Cingulum_Post_R,Angular_R,0.4826
Rolandic_Oper_L,Caudate_L,0.4824
Frontal_Sup_R,Putamen_R,0.4824
Insula_R,Temporal_Sup_R,0.482
Rolandic_Oper_R,Caudate_R,0.482
Supp_Motor_Area_L,Insula_L,0.4819
Frontal_Mid_L,Thalamus_L,0.4818
Insula_L,Postcentral_R,0.4815
Parietal_Sup_L,SupraMarginal_L,0.4815
Insula_R,Precuneus_R,0.4814
Cingulum_Post_L,Calcarine_R,0.4812
Frontal_Inf_Orb_R,Rolandic_Oper_R,0.4811
Frontal_Sup_Medial_L,Putamen_L,0.4807
Paracentral_Lobule_L,Caudate_R,0.4807
Frontal_Inf_Orb_L,Putamen_R,0.4802
Parietal_Inf_R,Angular_L,0.48
Frontal_Sup_Medial_L,SupraMarginal_L,0.4792
Frontal_Inf_Orb_L,Rolandic_Oper_L,0.478
Rolandic_Oper_L,Calcarine_R,0.4777
Postcentral_L,Angular_R,0.4776
Hippocampus_R,ParaHippocampal_L,0.4773
Putamen_L,Temporal_Sup_L,0.477
Supp_Motor_Area_R,Cingulum_Ant_L,0.4765
SupraMarginal_L,Paracentral_Lobule_R,0.4762
Frontal_Sup_Medial_R,Parietal_Sup_R,0.4762
Occipital_Sup_R,Precuneus_R,0.4761
SupraMarginal_R,Caudate_L,0.4757
Frontal_Mid_R,Angular_L,0.4757
Paracentral_Lobule_L,Caudate_L,0.4756
Frontal_Sup_R,Rolandic_Oper_R,0.4754
Frontal_Inf_Tri_R,Rolandic_Oper_R,0.4751
Frontal_Mid_L,Putamen_L,0.4735
Rolandic_Oper_L,Pallidum_L,0.4725
Supp_Motor_Area_L,Cingulum_Ant_R,0.4723
Rolandic_Oper_L,Cingulum_Ant_R,0.4722
Frontal_Inf_Oper_L,Paracentral_Lobule_R,0.4717
Cingulum_Post_L,Angular_R,0.4716
Calcarine_L,Cuneus_R,0.47
Rolandic_Oper_L,Lingual_R,0.4699
Frontal_Mid_Orb_L,Frontal_Inf_Orb_L,0.4698
Insula_L,Cingulum_Post_R,0.4697
Paracentral_Lobule_R,Thalamus_R,0.4697
Insula_R,Thalamus_L,0.4696
Calcarine_R,Putamen_R,0.4692
Postcentral_L,Putamen_R,0.4692
Insula_L,Temporal_Pole_Sup_L,0.4691
Frontal_Sup_L,Thalamus_R,0.469
Frontal_Inf_Tri_R,Putamen_R,0.4688
Cuneus_R,Precuneus_L,0.4683
Precentral_L,Cingulum_Ant_L,0.4678
Insula_R,Cuneus_L,0.4672
Paracentral_Lobule_R,Caudate_R,0.4671
Frontal_Inf_Tri_L,Cingulum_Post_R,0.4667
Insula_L,Parietal_Inf_L,0.4667
Frontal_Inf_Tri_L,Paracentral_Lobule_L,0.4666
Cingulum_Ant_L,Cingulum_Post_R,0.4659
Hippocampus_R,Precuneus_L,0.4659
Rolandic_Oper_L,Frontal_Sup_Medial_L,0.4657
Parietal_Inf_L,Caudate_R,0.4652
Rolandic_Oper_L,Vermis_4_5,0.4649
Hippocampus_L,SupraMarginal_L,0.4646
Lingual_R,Cerebelum_4_5_R,0.4646
Frontal_Sup_R,Thalamus_R,0.4642
SupraMarginal_R,Angular_L,0.4639
Frontal_Inf_Tri_R,Paracentral_Lobule_R,0.4638
Rolandic_Oper_R,Postcentral_L,0.4636
Hippocampus_L,Temporal_Mid_L,0.4634
Cerebelum_4_5_R,Vermis_3,0.4629
Insula_R,Calcarine_L,0.4621
Insula_L,Cingulum_Post_L,0.462
Cingulum_Ant_R,Precuneus_R,0.4619
Insula_L,Cingulum_Mid_L,0.4617
Postcentral_R,Putamen_R,0.4614
Insula_L,Cingulum_Mid_R,0.4611
Calcarine_R,Temporal_Sup_L,0.4609
Frontal_Sup_R,Angular_L,0.4609
Precentral_R,Putamen_R,0.4608
Cingulum_Ant_R,Postcentral_L,0.4607
Precentral_R,Rolandic_Oper_R,0.4605
Insula_R,Vermis_4_5,0.4604
Cingulum_Post_L,Putamen_R,0.46
Rolandic_Oper_L,Temporal_Pole_Sup_L,0.4599
Rolandic_Oper_R,Temporal_Sup_L,0.4599
Cingulum_Post_R,Angular_L,0.4598
Frontal_Inf_Oper_L,Cingulum_Post_R,0.4598
Hippocampus_L,Temporal_Sup_L,0.459
Calcarine_L,Vermis_4_5,0.4585
Frontal_Inf_Tri_L,Thalamus_L,0.4583
Putamen_L,Pallidum_R,0.4575
Precentral_L,Cingulum_Ant_R,0.4569
Cingulum_Ant_L,Paracentral_Lobule_L,0.4567
Cingulum_Post_L,Hippocampus_R,0.4565
Parietal_Inf_L,Thalamus_R,0.4564
Temporal_Sup_L,Temporal_Pole_Sup_L,0.4561
Paracentral_Lobule_R,Caudate_L,0.4561
Supp_Motor_Area_L,Insula_R,0.4557
Fusiform_L,Cerebelum_4_5_L,0.4555
Frontal_Inf_Tri_L,SupraMarginal_R,0.4551
Supp_Motor_Area_R,Insula_R,0.4551
SupraMarginal_L,Caudate_L,0.4545
Cingulum_Ant_R,Cingulum_Post_R,0.4542
Hippocampus_L,Precuneus_R,0.4541
Frontal_Mid_L,Putamen_R,0.4538
Angular_R,Temporal_Sup_R,0.4538
Frontal_Inf_Orb_R,Putamen_R,0.4538
SupraMarginal_L,Caudate_R,0.4534
Cerebelum_4_5_L,Vermis_3,0.4528
Frontal_Sup_Medial_R,Putamen_L,0.4528
Insula_R,Pallidum_R,0.4526
Rolandic_Oper_L,Postcentral_R,0.4524
Paracentral_Lobule_L,Thalamus_R,0.4524
Frontal_Mid_L,Rolandic_Oper_L,0.4524
Insula_L,Lingual_R,0.4519
Parietal_Sup_L,Thalamus_L,0.4518
Frontal_Inf_Orb_L,Rolandic_Oper_R,0.4517
Cingulum_Ant_R,Paracentral_Lobule_L,0.4513
Frontal_Inf_Orb_L,Temporal_Pole_Sup_L,0.4512
Cuneus_R,Angular_L,0.4511
Cingulum_Mid_R,Angular_L,0.451
Rolandic_Oper_R,Vermis_4_5,0.4508
Frontal_Inf_Tri_L,Putamen_L,0.4505
Cingulum_Mid_L,Angular_L,0.449
Precentral_L,Angular_L,0.4488
Cingulum_Post_R,Cuneus_R,0.4483
Insula_R,Lingual_L,0.4479
Postcentral_R,Temporal_Sup_R,0.4476
Frontal_Sup_R,Angular_R,0.4474
Postcentral_L,Temporal_Sup_L,0.4472
Parietal_Inf_L,Caudate_L,0.4468
Olfactory_L,Olfactory_R,0.4463
Lingual_R,Putamen_R,0.4458
Precentral_L,Rolandic_Oper_L,0.4456
Frontal_Inf_Tri_R,Parietal_Inf_L,0.4452
Hippocampus_L,Precuneus_L,0.4452
Cingulum_Ant_R,Cingulum_Post_L,0.4451
Cingulum_Ant_R,Precuneus_L,0.4445
Calcarine_L,Occipital_Sup_L,0.4442
Frontal_Mid_R,Angular_R,0.444
ParaHippocampal_L,Cerebelum_4_5_L,0.4436
Insula_R,Cuneus_R,0.4435
Precentral_L,Putamen_L,0.4433
Frontal_Inf_Oper_R,SupraMarginal_L,0.443
Insula_R,Precuneus_L,0.443
Frontal_Sup_Orb_L,Frontal_Med_Orb_R,0.4424
Calcarine_R,Precuneus_L,0.4423
Frontal_Mid_L,Angular_L,0.4419
Frontal_Inf_Tri_L,Paracentral_Lobule_R,0.4409
Insula_L,Cuneus_L,0.4408
Angular_L,Paracentral_Lobule_L,0.4408
Lingual_R,Fusiform_R,0.4407
SupraMarginal_R,Caudate_R,0.4406
Frontal_Sup_Medial_L,Cuneus_L,0.4404
Frontal_Sup_Medial_L,Thalamus_L,0.4402
Frontal_Mid_R,Putamen_R,0.4402
Hippocampus_R,Temporal_Sup_R,0.44
Putamen_R,Vermis_4_5,0.4397
Insula_R,Parietal_Inf_L,0.4396
Hippocampus_R,Lingual_R,0.4393
Cingulum_Post_R,Hippocampus_L,0.4392
Hippocampus_L,Caudate_R,0.439
Cingulum_Ant_L,Precuneus_R,0.439
Thalamus_L,Vermis_4_5,0.4387
Insula_L,Paracentral_Lobule_L,0.4386
Cingulum_Mid_R,Putamen_R,0.4383
Insula_L,Vermis_4_5,0.4381
Lingual_R,Cerebelum_4_5_L,0.438
Frontal_Sup_L,Angular_L,0.4379
Frontal_Sup_Orb_R,Frontal_Mid_Orb_L,0.4378
Parietal_Inf_L,Temporal_Sup_L,0.4378
Frontal_Sup_Medial_R,SupraMarginal_L,0.4378
Precentral_R,Thalamus_R,0.4377
ParaHippocampal_L,Thalamus_L,0.4377
Supp_Motor_Area_R,Angular_L,0.4374
Precentral_L,Thalamus_R,0.4374
SupraMarginal_R,Heschl_R,0.4373
Occipital_Sup_R,Occipital_Mid_L,0.4373
Insula_L,Calcarine_L,0.437
Occipital_Sup_L,Parietal_Sup_L,0.4369
Frontal_Inf_Oper_L,Rolandic_Oper_R,0.4369
Supp_Motor_Area_L,Putamen_L,0.4368
Calcarine_L,SupraMarginal_R,0.4368
Rolandic_Oper_L,Supp_Motor_Area_R,0.4364
Rolandic_Oper_R,Lingual_L,0.4363
Frontal_Inf_Tri_L,Frontal_Inf_Orb_L,0.4361
Insula_L,Pallidum_R,0.436
Hippocampus_R,Parietal_Inf_L,0.4359
Frontal_Sup_R,Putamen_L,0.4353
SupraMarginal_L,Temporal_Mid_L,0.4352
Hippocampus_L,Parietal_Inf_L,0.435
Frontal_Sup_L,Angular_R,0.4349
Rolandic_Oper_R,Pallidum_L,0.4343
Supp_Motor_Area_R,Putamen_R,0.4341
Temporal_Sup_R,Vermis_4_5,0.4336
Supp_Motor_Area_L,Hippocampus_R,0.4328
SupraMarginal_L,Putamen_L,0.4322
Cingulum_Mid_R,Hippocampus_L,0.4318
Frontal_Mid_R,Rolandic_Oper_R,0.4317
Cingulum_Post_R,SupraMarginal_L,0.4316
Rolandic_Oper_R,Cuneus_R,0.4314
Hippocampus_L,Lingual_L,0.4312
Rolandic_Oper_R,Cingulum_Post_L,0.4306
Calcarine_R,SupraMarginal_L,0.4306
Cingulum_Mid_L,Putamen_L,0.4305
SupraMarginal_R,Thalamus_L,0.4304
Cingulum_Mid_R,Hippocampus_R,0.4302
Insula_L,Precuneus_R,0.4301
Frontal_Inf_Tri_R,Paracentral_Lobule_L,0.4299
Rolandic_Oper_L,Calcarine_L,0.4298
Lingual_R,Thalamus_R,0.4291
Calcarine_R,SupraMarginal_R,0.429
Cingulum_Ant_L,Cingulum_Post_L,0.4288
Precentral_R,Putamen_L,0.4288
Insula_R,Temporal_Pole_Sup_L,0.4287
Lingual_L,Thalamus_L,0.4283
Rolandic_Oper_R,Calcarine_L,0.4283
Calcarine_L,Angular_L,0.4281
Frontal_Inf_Orb_R,Temporal_Pole_Sup_R,0.428
Cingulum_Mid_L,Hippocampus_L,0.4279
Cuneus_L,Postcentral_R,0.4277
Supp_Motor_Area_R,Putamen_L,0.4277
Precentral_R,Cuneus_L,0.4275
Rolandic_Oper_R,Temporal_Pole_Sup_R,0.4274
Cingulum_Ant_R,Calcarine_R,0.4274
Cingulum_Ant_L,Precuneus_L,0.4271
Cingulum_Post_L,Cuneus_R,0.427
Cingulum_Mid_L,Putamen_R,0.427
Lingual_R,Thalamus_L,0.427
Supp_Motor_Area_L,Angular_L,0.4268
Frontal_Sup_L,Rolandic_Oper_R,0.4266
Putamen_R,Thalamus_R,0.4259
Frontal_Inf_Tri_R,Parietal_Sup_L,0.4259
ParaHippocampal_L,Fusiform_L,0.4259
Frontal_Inf_Tri_R,Parietal_Inf_R,0.4257
Cingulum_Post_L,Temporal_Sup_L,0.4256
SupraMarginal_L,Heschl_L,0.4255
Cingulum_Ant_L,Paracentral_Lobule_R,0.4254
Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,0.4253
Cingulum_Ant_L,Calcarine_R,0.4252
Thalamus_R,Temporal_Sup_R,0.4251
Frontal_Sup_Medial_L,Thalamus_R,0.4249
Rolandic_Oper_R,Precuneus_R,0.4245
Frontal_Sup_L,Temporal_Sup_L,0.4245
Precentral_L,Angular_R,0.4244
Rolandic_Oper_L,Cingulum_Mid_L,0.4242
Frontal_Sup_R,Rolandic_Oper_L,0.4241
Supp_Motor_Area_L,Putamen_R,0.4238
Calcarine_R,Postcentral_L,0.4237
Frontal_Inf_Oper_R,Rolandic_Oper_L,0.4237
Calcarine_R,Postcentral_R,0.4236
Rolandic_Oper_L,Cingulum_Post_L,0.4235
Occipital_Sup_R,Angular_L,0.4233
Frontal_Sup_R,Cuneus_L,0.4232
Frontal_Inf_Orb_L,Temporal_Sup_L,0.4232
Calcarine_R,Putamen_L,0.4231
Pallidum_R,Thalamus_L,0.4231
Cingulum_Ant_R,Paracentral_Lobule_R,0.4229
Hippocampus_L,Cerebelum_4_5_L,0.4229
Frontal_Inf_Oper_L,SupraMarginal_R,0.4229
Insula_L,Lingual_L,0.4228
Rolandic_Oper_L,Lingual_L,0.4221
Rolandic_Oper_L,Supp_Motor_Area_L,0.4219
Frontal_Sup_L,Calcarine_R,0.4219
Precentral_R,Rolandic_Oper_L,0.4213
Precuneus_R,Temporal_Sup_R,0.4213
Supp_Motor_Area_R,Hippocampus_R,0.4212
Occipital_Sup_R,Precuneus_L,0.4206
ParaHippocampal_L,Lingual_L,0.4206
Cingulum_Mid_R,Putamen_L,0.4206
Postcentral_R,Thalamus_R,0.4205
Calcarine_L,SupraMarginal_L,0.4205
ParaHippocampal_R,Fusiform_R,0.4204
Frontal_Sup_Medial_R,Cuneus_L,0.4202
Lingual_R,Temporal_Sup_L,0.42
Calcarine_R,Parietal_Inf_L,0.4199
Frontal_Inf_Tri_L,Rolandic_Oper_R,0.4198
Parietal_Inf_R,Temporal_Sup_R,0.4197
Angular_R,Paracentral_Lobule_R,0.4194
Frontal_Sup_Medial_L,Angular_R,0.4193
Frontal_Mid_R,Rolandic_Oper_L,0.4191
Postcentral_L,Temporal_Sup_R,0.4191
Frontal_Inf_Oper_R,Parietal_Sup_R,0.4185
Rolandic_Oper_L,Precuneus_R,0.4178
Precuneus_R,Putamen_R,0.4177
Supp_Motor_Area_R,Angular_R,0.4174
Insula_R,Paracentral_Lobule_L,0.4173
Frontal_Inf_Oper_R,Cuneus_L,0.4171
Calcarine_L,Putamen_R,0.4164
Postcentral_R,Putamen_L,0.4161
Cingulum_Ant_R,Cuneus_L,0.416
Frontal_Mid_R,Putamen_L,0.4155
Rolandic_Oper_R,Cingulum_Post_R,0.4149
Hippocampus_L,ParaHippocampal_R,0.4147
Angular_L,Thalamus_L,0.4146
Hippocampus_R,Lingual_L,0.4138
Lingual_L,SupraMarginal_L,0.4137
Calcarine_R,Angular_L,0.4136
Angular_L,Paracentral_Lobule_R,0.4135
SupraMarginal_R,Thalamus_R,0.4133
Rolandic_Oper_L,Frontal_Sup_Medial_R,0.4125
Frontal_Inf_Tri_L,Temporal_Sup_L,0.4123
Thalamus_R,Vermis_4_5,0.4122
Putamen_L,Heschl_L,0.4121
Cerebelum_4_5_L,Cerebelum_4_5_R,0.412
Angular_R,Paracentral_Lobule_L,0.4117
Frontal_Sup_L,Hippocampus_R,0.4109
Cingulum_Post_R,Putamen_L,0.4108
Hippocampus_R,Paracentral_Lobule_L,0.4108
Cingulum_Post_L,Temporal_Sup_R,0.4107
Insula_L,Precuneus_L,0.4105
Cingulum_Mid_R,Temporal_Sup_R,0.4105
Insula_R,SupraMarginal_L,0.4103
Hippocampus_R,SupraMarginal_R,0.4096
Parietal_Sup_L,Thalamus_R,0.4094
Hippocampus_R,Postcentral_L,0.4086
Cingulum_Mid_L,Calcarine_R,0.408
Cingulum_Mid_L,Calcarine_L,0.4079
Frontal_Med_Orb_R,Insula_R,0.4078
Hippocampus_R,Paracentral_Lobule_R,0.4077
Hippocampus_R,Calcarine_R,0.4076
Frontal_Inf_Tri_L,Parietal_Sup_L,0.4075
Cingulum_Mid_L,Hippocampus_R,0.4074
Supp_Motor_Area_R,Hippocampus_L,0.4068
Cingulum_Mid_R,Cuneus_L,0.4067
Cingulum_Ant_L,Lingual_R,0.4063
Frontal_Inf_Oper_L,Temporal_Sup_L,0.4063
Frontal_Sup_L,Temporal_Sup_R,0.4059
Rolandic_Oper_R,Cuneus_L,0.4055
Insula_L,Paracentral_Lobule_R,0.4054
Cingulum_Ant_R,Lingual_R,0.4052
Paracentral_Lobule_L,Putamen_L,0.4052
Hippocampus_L,Heschl_L,0.4047
Frontal_Mid_L,Thalamus_R,0.4045
Hippocampus_R,Calcarine_L,0.4043
Supp_Motor_Area_L,Angular_R,0.4041
Frontal_Sup_Medial_R,Thalamus_L,0.404
Calcarine_L,Postcentral_R,0.4033
Parietal_Sup_L,Caudate_L,0.4033
Precentral_L,Putamen_R,0.403
Pallidum_R,Temporal_Sup_L,0.403
Occipital_Sup_L,Parietal_Inf_L,0.4028
Frontal_Sup_Medial_L,Angular_L,0.4027
Rolandic_Oper_R,Cingulum_Mid_R,0.4027
Frontal_Sup_L,Cuneus_L,0.4022
Hippocampus_L,Calcarine_L,0.4022
Calcarine_L,Temporal_Mid_L,0.4021
Rolandic_Oper_L,SupraMarginal_R,0.4019
Rolandic_Oper_L,Temporal_Sup_R,0.4018
Frontal_Sup_Orb_L,Frontal_Mid_Orb_R,0.4017
Parietal_Inf_L,Temporal_Sup_R,0.4016
Parietal_Inf_L,Heschl_L,0.4016
Rolandic_Oper_L,Paracentral_Lobule_L,0.4015
Calcarine_R,Occipital_Sup_L,0.4014
Occipital_Sup_L,Postcentral_R,0.401
Calcarine_R,Temporal_Mid_L,0.4009
