metric,subthreshold_mean,diagnosed_mean,t_stat,p_value,cohens_d
clustering_coefficient,0.6588738807251818,0.6591041102977292,-0.02008540491530332,0.9839953672745261,-0.0028362751116951285
path_length,2.0477481906855197,2.1231795842908125,-1.542618889688612,0.12451195966994784,-0.2178343718787065
global_efficiency,0.6147868576477449,0.6006009661960509,1.2458081468697464,0.2142995734659588,0.17592150398827697
modularity,0.26044230247987143,0.27516336098836525,-0.9993416988908863,0.31884279733347753,-0.1411177917794317
small_worldness,2.0858378956957337,2.0969515089816446,-0.24665544964429115,0.8054291421298237,-0.03483040127595601
mean_degree,9.060913137760798,8.9968355609862,0.29917830712475085,0.7651162175148143,0.04224719342404145
